"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"J10";"MODULE-CONN-OOBB-BA-01";1;"MODULE-CONN-OOBB-BA-01";;;
2;"J1";"PinHeader_1x03_P2.54mm_Vertical";1;"HEAD-I01-X-PI03-01";;;
