"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"U10";"MODULE-CONN-RASP-PICO-2040";1;"MODULE-CONN-RASP-PICO-2040";;;
2;"J1,J2";"PinHeader_1x20_P2.54mm_Vertical";2;"HEAD-I01-X-PI20-01";;;
3;"Ref**";"silkscreen";1;"Val**";;;
